ID,label,B1,B2,B10,B11,MC1,MC2,MC4,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,G1
1538,0,1.5112793521036383,0.00020143468282185495,0.0008630877644841164,1.7709234042764572,1.0,-0.0038007799002912285,0.0,0.0,0.0,0.043401925646763276,0.9394778743332356,0.0,0.0,13.0,0.03527938202023506,0.043401925646763276,0.0,1.0049461126327515,0.0,1.0931307757988216,10.864556935193992
1539,0,1.2507464819685563,0.0004920490318909287,0.02002774996266642,1.6245691279204226,1.0,-0.20946177579705177,0.0,0.0,0.0,0.056510340062962995,0.9164299006923348,0.0,0.0,18.0,0.05768667720258236,0.056510340062962995,0.0,0.9876620173454285,0.0,0.4584195879987503,8.717605074731434
154,0,0.9935609381353095,0.000594981131143868,0.014614190945964955,1.6781966297388653,2.0,-0.08746696993009333,0.0,0.0,0.0,0.06126312081490311,0.9429468059569791,0.0,0.0,66.0,0.05791882053017616,0.06126312081490311,0.0,0.992606520652771,0.0,0.9548845023609112,11.296153314502643
1540,0,0.7542051762435579,0.0007684951997362077,0.027788078272602084,1.3049359709403034,2.0,-0.7157143964648423,0.0,0.0,0.0,0.11310801003924895,0.9768251055985275,0.0,0.0,54.0,0.18738233670592308,0.11310801003924895,0.0,1.399802803993225,0.0,0.9632875038082217,19.741154330440875
1541,0,0.17916169160261278,0.00019490272097755224,0.0004298909369147575,0.18353033406243116,2.0,-0.2708882731915746,0.0,0.0,0.0,0.0617533413281153,0.957085888664594,0.0,0.0,68.0,0.06154671544209123,0.0617533413281153,0.0,0.9363649487495422,0.0,0.8398209629883564,13.567253793343532
1542,0,0.1111159053159343,8.943479042500257e-05,0.0017863539585527759,0.16703957713415382,1.0,-1.0,0.0,0.0002514043007977307,0.4158006512834649,0.06863425086531431,0.9124042950426233,0.001092712045647204,0.4158006512834649,31.0,0.04283404350280762,0.06863425086531431,0.035702139139175415,1.1085448265075684,235.0,0.47874282046295796,8.432519114856003
1543,0,1.9244213800201366,0.0007813019910827279,0.006531929736309964,1.4186576999877656,1.0,-0.18165166839213187,0.0,0.0,0.0,0.08566478530216196,0.9677651148846927,0.0,0.0,30.0,0.09111009538173676,0.08566478530216196,0.0,0.9810289740562439,0.0,0.7318781598116175,16.199398092894047
1544,0,1.1570751332568858,0.0025893552228808403,0.029356998074834845,1.4914787731252974,2.0,-0.9977753058954394,0.0,0.0,0.0,0.19521376015602435,0.9387766297083322,0.0,0.0,13.0,0.12912707030773163,0.19521376015602435,0.0,0.9750691652297974,0.0,0.43508794057626987,10.781797193629295
1545,0,1.8041133607624742,0.0005743431975133717,0.002465238179477613,1.7936159539565628,2.0,-0.00645421540943929,0.0,0.0,0.0,0.07375368694895379,0.9511422505839302,0.0,0.0,20.0,0.06587189994752407,0.07375368694895379,0.0,1.006049633026123,0.0,1.087851537474498,12.492648936234922
1546,0,0.1273752106557893,0.00012791581684723496,0.01266366760611376,0.226265191074231,0.0,-1.0,0.0,0.00033718100166879594,0.22608609161946547,0.14947468459525085,0.6658001134815217,0.0027761810924857855,0.22608609161946547,5.0,0.07227261178195477,0.14947468459525085,0.09502461552619934,0.6752532720565796,144.0,0.0,2.5870871697933593
1547,0,2.2704466607792106,0.0007789627998135984,0.013284450205073043,1.721959612290191,1.0,-0.40519083969465647,0.0,0.0,0.0,0.0750576953112002,0.939655241112296,0.0,0.0,43.0,0.06688093207776546,0.0750576953112002,0.0,1.676750898361206,0.0,0.8723329480087468,10.885717721519029
1548,0,0.1469055629582722,0.0001277750707231462,0.012804347153385442,0.14155649520386368,1.0,-1.0,0.0,0.0005601081647910178,0.12039501460288748,0.10743753048383886,0.8246311519019732,0.0022486450616270304,0.12039501460288748,97.0,0.05644685588777065,0.10743753048383886,0.19116392731666565,0.7766485214233398,293.0,0.43659050958715745,4.920126308642659
1549,0,0.6571255097751981,0.0005376539193093777,0.19378362801742327,15.941004808103008,2.0,-1.0,0.0,0.0,0.0,0.9132992024716036,0.8940614084447958,0.0,0.0,0.0,0.0,0.9132992024716036,0.0,1.0653139352798462,0.0,0.6261868200681616,7.346344996698428
155,0,1.3209348932617826,0.0004352079704403877,0.020006404079956682,1.3497782965706993,1.0,-0.06452223273415326,0.0,0.0,0.0,0.07112993382544418,0.9518408008773104,0.0,0.0,65.0,0.08009888231754303,0.07112993382544418,0.0,1.008238673210144,0.0,0.8575777456010548,12.60854275298939
1550,0,0.674439719156063,0.0005436047213152051,0.0008984015740444304,0.45451195839005615,2.0,-0.8715286789514664,1.0,0.0,0.0,0.17504005269527637,0.9914089439893552,0.0,0.0,133.0,0.10590776428580284,0.17504005269527637,0.0,1.8049273490905762,0.0,1.0017506863884496,34.70070799181661
1551,0,1.4268729415576786,0.0009118231246247888,0.08239831406756021,1.2366017411292105,2.0,-0.045598302574162294,1.0,0.0,0.0,0.0662422604710309,0.971070592130262,0.0,0.0,30.0,0.151387894526124,0.0662422604710309,0.0,0.9848942160606384,0.0,0.9566366334927772,17.296889211833832
1552,0,0.23620541717836263,0.0007814848213456571,0.017564027048884948,0.27670329578710445,2.0,-0.8440574315341665,1.0,0.0005417987704277039,0.226386656026124,0.1545568543874365,0.9725624767892647,0.0013606816064566374,0.226386656026124,32.0,0.10619760677218437,0.1545568543874365,0.15469932556152344,0.8614115118980408,620.0,0.7114256756092705,17.85601407073269
1553,0,0.22588927021070462,0.00020540518744383007,0.0025025582579545655,0.1177074366073595,1.0,-0.15099872356573638,0.0,0.0003704516275320202,0.6837416222785911,0.06932955196363424,0.9822181873259811,0.001222205231897533,0.6837416222785911,70.0,0.08100439980626106,0.06932955196363424,0.07096195966005325,0.935080349445343,182.0,0.7726942764238494,23.038883465577378
1554,0,0.7860068038234016,0.0002566883631516248,0.018346240715832508,1.0977646829472965,1.0,-0.29296875,1.0,0.0,0.0,0.05796363375945249,0.9718204603164162,0.0,0.0,59.0,0.09408497344702482,0.05796363375945249,0.0,0.9540632963180542,0.0,0.946961057163329,17.57237260592776
1555,0,1.0215202107810508,0.0005102630238980055,0.09499322302902659,1.2941983380811972,2.0,-0.04360080529191832,0.0,0.0,0.0,0.056908554414703,0.9364140303887235,0.0,0.0,37.0,0.07387358229607344,0.056908554414703,0.0,0.9273577332496643,0.0,0.0,10.513116379779792
1556,0,0.27159769654922333,0.0006996478768996894,0.012638315703672538,0.2875054957426511,2.0,-0.9048856548856549,0.0,0.0005157369305379689,0.9831010832100244,0.10114661942126697,0.9534932794082683,0.0012892249505966902,0.9831010832100244,24.0,0.09384482726454735,0.10114661942126697,0.05365658178925514,0.9638157486915588,174.0,0.9876391679356351,12.893020295750674
1557,0,0.0982542055415507,5.248428351478651e-05,0.00357903668946639,0.17328510679914383,1.0,-1.0,0.0,0.0002750683343037963,0.26745410888786336,0.06926084218059103,0.9009115664898028,0.0009981318144127727,0.26745410888786336,30.0,0.02634594962000847,0.06926084218059103,0.041042789816856384,0.7597396969795227,327.0,0.4116702501640392,7.71651993903109
1558,0,1.2731346681290945,0.0005944498698227108,0.034280872353375944,1.6194533223112104,2.0,-0.042027545080221496,0.0,0.0,0.0,0.06946905500412345,0.9339655942889691,0.0,0.0,13.0,0.058098310604691505,0.06946905500412345,0.0,0.9665905833244324,0.0,0.0,10.25003164007579
1559,0,2.7552500729721303,0.0006815598462708294,0.03167541261396813,1.332993227442931,2.0,-0.3636452336813348,0.0,0.0,0.0,0.07699514158689652,0.9736164973963028,0.0,0.0,32.0,0.0853092772886157,0.07699514158689652,0.0,1.0274322032928467,0.0,0.14419635787963597,18.279311075985767
156,0,1.357652602857596,0.0009860388236120343,0.031212362327159383,1.7647315426516321,1.0,-1.0,0.0,0.0,0.0,0.13604518008204075,0.8924906485234755,0.0,0.0,14.0,0.08710810728371143,0.13604518008204075,0.0,1.0130468606948853,0.0,0.8782654202171695,7.266489193860731
1560,0,0.5594697061781772,0.0004674897063523531,0.000936466734989667,0.28526979841731287,2.0,-0.5071601775175001,1.0,0.0005683090421371162,0.4640791243823706,0.26758941964961536,0.9925116419210386,0.0015144841745495796,0.4640791243823706,106.0,0.1448955051600933,0.26758941964961536,0.5581449270248413,2.0068471431732178,361.0,0.5038350826417926,37.419966952809865
1561,0,0.6954649624120663,0.002240133937448263,0.013277540711913624,1.5600077094908547,2.0,-0.9729992439788314,0.0,0.0,0.0,0.22207300968739593,0.914528595533997,0.0,0.0,17.0,0.14244645833969116,0.22207300968739593,0.0,1.0058449506759644,0.0,0.45585245155102255,8.580448675319705
1562,0,0.13592411287677264,0.000293972494546324,0.028799501776380205,0.336608951471966,2.0,-1.0,0.0,0.0002742259530350566,0.25855513491911397,0.19158145599012155,0.6661234654223852,0.002136241178959608,0.25855513491911397,83.0,0.07294069044291973,0.19158145599012155,0.0757153183221817,0.7395896911621094,631.0,0.05232849387085899,2.5900558010052306
1563,0,1.5270865442771635,0.0014514935901388526,0.052995023936462854,1.8684289856811247,2.0,-0.3205421916762123,1.0,0.0,0.0,0.17604935510477526,0.9427613099760982,0.0,0.0,15.0,0.09643778577446938,0.17604935510477526,0.0,1.0087167024612427,0.0,0.8791788428591747,11.272085754617471
1564,0,1.5032299741667783,0.00043407990597188473,0.008769924188958512,1.688836240595564,1.0,-0.4835632332087147,0.0,0.0,0.0,0.06313102889226234,0.9012268335290996,0.0,0.0,6.0,0.060989271849393845,0.06313102889226234,0.0,1.0063172578811646,0.0,0.4691024009807908,7.734477895410868
1565,0,0.2804142968289462,0.0003265595296397805,0.028604520993073035,0.4712307647361486,2.0,-0.9884809215262779,0.0,0.0004963245010003448,0.23611672761472344,0.2307928600145906,0.9487679149007041,0.0032955999486148357,0.23611672761472344,7.0,0.0713765099644661,0.2307928600145906,0.2649502754211426,2.195706844329834,158.0,0.6618411375183583,12.116612542638833
1566,0,0.14258037234678808,5.5634824093431234e-05,0.00031611158768904857,0.1796068665990577,0.0,-1.0,0.0,0.000250540702836588,0.2977843202586204,0.1018144677429988,0.7597975522930742,0.0013374247355386615,0.2977843202586204,79.0,0.033531878143548965,0.1018144677429988,0.05453380197286606,0.7527872323989868,850.0,0.5416116898094303,3.688054868726775
1567,0,1.7227563095158078,0.000723400735296309,0.04118298347558197,1.2540008693551952,1.0,-0.8614042696737506,0.0,0.0,0.0,0.09699194772976019,0.9718184589033232,0.0,0.0,97.0,0.1150872278958559,0.09699194772976019,0.0,1.0112472772598267,0.0,0.7738507541272163,17.571622732960073
1568,0,1.341272528567436,0.0005723590729758143,0.06377120793754201,1.2638112154154897,2.0,-0.7957646545136994,0.0,0.0,0.0,0.08116883153711826,0.9567257545094155,0.0,0.0,63.0,0.07656684517860413,0.08116883153711826,0.0,1.0053595304489136,0.0,0.9703282359401187,13.495900162140956
1569,0,0.7961541704133663,0.0011568341869860888,0.0003091458980498202,0.652307602776137,2.0,-0.2651622744726737,1.0,0.0,0.0,0.2799985992368309,0.9875648021761235,0.0,0.0,95.0,0.16445312276482582,0.2799985992368309,0.0,1.6410144567489624,0.0,0.0,28.244217931702323
157,0,0.3408466900273083,0.00012603093637153506,0.0007679788886702382,0.37803188977084085,2.0,-1.0,1.0,0.0009426443139091134,1.0569439174107143,0.19822935537927688,0.992686139970024,0.002891669049859047,1.0569439174107143,47.0,0.0715799629688263,0.19822935537927688,0.43352264165878296,1.806705355644226,141.0,1.2328520451676617,37.90576753494543
